title,rate,tags,address,url
주전백숙,4.1,닭요리,울산 동구 동해안로 681 (우)44013,https://place.map.kakao.com/9422889
청기와,4.4,곰탕,울산 울주군 언양읍 장터2길 11-3 (우)44946,https://place.map.kakao.com/21378679
삼정한우축산,4.1,"육류,고기",울산 북구 매곡로 204 (우)44222,https://place.map.kakao.com/1040394413
스타벅스 울산북구청DT점,4.5,스타벅스,울산 북구 산업로 1011 (우)44238,https://place.map.kakao.com/1868252532
산갈래닭갈비 화봉점,3.8,닭요리,울산 북구 화산중앙로 94-3 1층 104호 (우)44240,https://place.map.kakao.com/13043721
파파앤썬 by랑콩뜨레,3.0,"제과,베이커리",울산 북구 박상진6로 7 (우)44236,https://place.map.kakao.com/2119274779
맥도날드 울산병영점,2.5,맥도날드,울산 중구 번영로 576 (우)44495,https://place.map.kakao.com/18989662
젊은부부 꼬순떡,2.4,분식,울산 중구 중앙길 127 1층 (우)44529,https://place.map.kakao.com/1259236391
소오소오,4.0,카페,울산 중구 풍암길 187-2 (우)44414,https://place.map.kakao.com/535852343
오사카멘치 삼산,4.3,"돈까스,우동",울산 남구 왕생로72번길 19 1층 (우)44703,https://place.map.kakao.com/252744155
막창드라마 본점,3.7,"곱창,막창",울산 중구 곽남1길 30 (우)44492,https://place.map.kakao.com/12760901
카페휴아트,4.6,카페,울산 북구 중산1길 11 1층 (우)44213,https://place.map.kakao.com/1444926164
양포항 호계점,4.3,아구,울산 북구 동대1길 7-1 1층 (우)44227,https://place.map.kakao.com/1890955385
노방촌,5.0,오리,울산 울주군 청량읍 청량천변로 131 (우)44960,https://place.map.kakao.com/8860664
신토불이,4.0,오리,울산 남구 신정로17번길 17 (우)44723,https://place.map.kakao.com/9178240
빈티큐어라운드,2.9,테마카페,울산 중구 함월7길 17 (우)44426,https://place.map.kakao.com/27510795
엉클포크,5.0,이탈리안,울산 남구 대암로90번길 7-25 2층 (우)44736,https://place.map.kakao.com/1894050995
밥집가자미,4.5,"해물,생선",울산 북구 화암1길 30-1 (우)44264,https://place.map.kakao.com/114434240
수정간장게장,4.5,"게,대게",울산 남구 봉월로82번길 50-2 1층 (우)44672,https://place.map.kakao.com/16257540
