place_id,user_id,score,comment
샤브나인,이은여,5.0,
샤브나인,이영훈,1.0,두 번 다시 가고싶지 않은 곳
샤브나인,웬만하면 잘먹음,5.0,사장님 친절하시구 밥도 맛있어요!! 죽 존맛탱 ㅠㅠ
샤브나인,한기언,4.0,점심특선 ㅆㅅㅌ임
샤브나인,송정,5.0,깔끔하고 맛있음. 만족스러웠다
