place_id,user_id,score,comment
갈매기7번가 삼산점,김갑환,5.0,
갈매기7번가 삼산점,mus,5.0,맛있어요 최고에요
갈매기7번가 삼산점,박상욱,5.0,반반 한판 맛남
갈매기7번가 삼산점,PMC,5.0,
갈매기7번가 삼산점,sEkoMLemOn,5.0,졸맛탱 -0-!!!!!
