place_id,user_id,score,comment
한우클라쓰,깜짝맘,4.0,
한우클라쓰,눈뉴난나,1.0,양파 간장통 뚜껑 꼭 확인해보세요...곰팡이 피고 쩔어있음
한우클라쓰,ㅋㅋ,5.0,굿
한우클라쓰,김상호,5.0,맛있습니다..진짜루..
한우클라쓰,조현석,1.0,고기는 질이 좋으나 서비스는 영...이 돈내고 먹었다는게 너무 아까워요~다음에는 그냥 수암시장 초장집으로~
한우클라쓰,꽃,1.0,매뉴에 고기값표시할때 그람수는 기본인데 그람수를 표기안한건 무슨이유인지
한우클라쓰,우s,1.0,
한우클라쓰,權五鉉,5.0,
