,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,place_id,user_id,score,comment
0,0,0,0,김유신문화거리,⠀,3.0,
1,1,1,1,김유신문화거리,정서윤,1.0,
2,2,2,2,김유신문화거리,Achtung Bae C,1.0,
