place_id,user_id,score,comment,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0
연화산,최삐가레옹,5.0,좋아요,,,,
연화산,변일석,5.0,,,,,
연화산,신현수,5.0,,,,,
연화산,Byeong in Jeong,5.0,,,,,
연화산,영남사랑이,5.0,,,,,
연화산,Fly,2.0,모내기 쯔음 사진찍으러 가는거 아니면 쏘쏘,0.0,0.0,0.0,0.0
