,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,place_id,user_id,score,comment
0,0,0,0,아리랑릿지,기암괴석,5.0,아리랑릿지 4봉또는 5봉에 캠ㅜㅜ 못빼고 뒀습니다 부디잘쓰시길 바랍니다!
