,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,place_id,user_id,score,comment
0,0,0,0,신불산 1코스,하와이로,5.0,
1,1,1,1,신불산 1코스,절을턴수녀,3.0,
2,2,2,2,신불산 1코스,최민호,4.0,푱온함
