place_id,user_id,score,comment,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0
두현저수지,Jungwhee Shin,4.0,조용하고 작은 저수지. 주변에 맛집이 있는 것 같고 분위기 좋은 카페들이 많음.,,,,
두현저수지,Bong-Jun Kim,4.0,비꽃소리 닭개장 칼국수 닭곰탕,,,,
두현저수지,endy Woo,4.0,"그냥요 마음이 답답할때 한번씩 가요, 물론 풀리지는 않아요.",,,,
두현저수지,잠수함,4.0,,,,,
두현저수지,최용진,4.0,,,,,
두현저수지,우s,5.0,팔각정은 신발 벗고 올라오는곳입니다,0.0,0.0,0.0,0.0
두현저수지,준형,1.0,,1.0,1.0,1.0,1.0
두현저수지,홍한표,5.0,,2.0,2.0,2.0,2.0
두현저수지,노태식,4.0,,3.0,3.0,3.0,3.0
