,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,place_id,user_id,score,comment
0,0,0,0,병영산성,sansan,4.0,"Pheasant Tower, part or the fortress built during the late Joseon time (around 1450).Work are in progress to restore part of it."
1,1,1,1,병영산성,HS,5.0,
