,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,place_id,user_id,score,comment
0,0,0,0,시계탑거리,llllmqk,5.0,
1,1,1,1,시계탑거리,dwwek,3.0,"시계탑거리/젊음의거리 일대 곳곳에 특색있게 거리들이 조성돼 있음.단, 보행자전용도로인것 같지만 보차도 구분없이 차가 통행하는 곳들도 있어 보행시 차량 주의 요망."
