place_id,user_id,score,comment,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0
간월사지 석조여래좌상,박옥남,3.0,재밋게 놀았어요,,,,
간월사지 석조여래좌상,TH Interpreter ล่าม JUNG คุณ จอง,5.0,For climbing area was awesome natural place,,,,
간월사지 석조여래좌상,Dojin Sek,4.0,,,,,
간월사지 석조여래좌상,Deukyung Lee,5.0,,,,,
간월사지 석조여래좌상,김준성,5.0,,0.0,0.0,0.0,0.0
