,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,place_id,user_id,score,comment
0,0,0,0,살티순교성지,♡劉惠貞♡,5.0,
1,1,1,1,살티순교성지,ㅇㅅㅇ,5.0,
