,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,place_id,user_id,score,comment
0,0,0,0,동대산,백마내놔,5.0,자전거 타고 가기 좋아요
1,1,1,1,동대산,훠궈먹다체한사람,5.0,
