place_id,user_id,score,comment
수림복국,냐옹냐옹니야옹,3.0,맵고 짠 복어 불고기
수림복국,2s,2.0,복국에 콩나물 머리 껍질이 둥둥이거 손질 안하고 넣는가요
수림복국,헬씨맨,1.0,가격이 비싸고 밑반찬도 좋지 않더군요.가성비 꽝
수림복국,나경~☆,2.0,생복이랑 은복 포장했는데 반찬하나 안주면서메뉴판 가격 그대로 다받네요
수림복국,박용선,5.0,맛과 탁월한 뷰 추천합니다.
수림복국,장산,5.0,
수림복국,배성규,4.0,
수림복국,바디걸즈,5.0,
수림복국,포동포동,4.0,
