place_id,user_id,score,comment
봉계한우마을,조영민,5.0,
봉계한우마을,kemess,5.0,소고기라면 여기처럼만 하길.손님이 미어터지는 이유를 알만한 맛을보여주는 곳.
봉계한우마을,장정필,5.0,
봉계한우마을,포동포동,3.0,
