place_id,user_id,score,comment
코지누크,멍뭉멍,5.0,항상 친절하시고 신선한커피 마실 수 있어서 좋아요. 넓고 분위기 좋고 다 맛있어요! 배달로 주문해도 완벽ㅠㅠ 최고
